#MJD GSC_ch1 GSC_ch1_e GSC_ch2 GSC_ch2_e GSC_ch3 GSC_ch3_e BAT_ch1 BAT_ch1_e	BAT_ch2 BAT_ch2_e BAT_ch3 BAT_ch3_e BAT_ch4 BAT_ch4_e HR HR_e
55212.5  0.015 0.009  0.008 0.007  0.002 0.009 		 0.001336 0.000108  0.000215 0.000094 -0.000031 0.000076  0.000074 0.000053 		  -0.002030   -0.005035
55213.5  0.016 0.010  0.009 0.007  0.008 0.010 		 0.001855 0.000147  0.000154 0.000123  0.000029 0.000096  0.000154 0.000062 		   0.001837    0.006281
55214.5  0.012 0.010  0.022 0.008  0.010 0.010 		 0.001040 0.000188  0.000161 0.000167  0.000011 0.000135 -0.000086 0.000090 		   0.000893    0.011166
55215.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000456 0.000112  0.000094 0.000095 -0.000056 0.000077  0.000004 0.000054 		-100.000000    0.000000
55216.5  0.111 0.017  0.130 0.013  0.058 0.013 		 0.000891 0.000067  0.000157 0.000058  0.000138 0.000046  0.000038 0.000032 		   0.001239    0.000456
55217.5  0.169 0.020  0.145 0.014  0.062 0.014 		 0.000966 0.000092  0.000412 0.000086  0.000124 0.000070  0.000067 0.000055 		   0.000731    0.000420
55218.5  0.125 0.018  0.133 0.014  0.032 0.011 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55219.5  0.095 0.016  0.072 0.011  0.034 0.011 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55220.5  0.056 0.015  0.039 0.011  0.025 0.012 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55221.5  0.043 0.012  0.068 0.010  0.029 0.011 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55222.5  0.093 0.013  0.109 0.010  0.039 0.010 		 0.001038 0.000077  0.000124 0.000069  0.000076 0.000057  0.000071 0.000043 		   0.000815    0.000622
55223.5  0.117 0.012  0.177 0.011  0.034 0.008 		-0.000138 0.000078 -0.000038 0.000064  0.000028 0.000051  0.000015 0.000039 		   0.000243    0.000435
55224.5  0.048 0.009  0.033 0.007  0.008 0.007 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55225.5  0.141 0.011  0.203 0.010  0.050 0.008 		 0.000314 0.000095  0.000044 0.000081  0.000076 0.000067 -0.000123 0.000049 		   0.000537    0.000476
55226.5  0.145 0.026  0.187 0.022  0.052 0.018 		 0.000598 0.000063  0.000066 0.000052  0.000059 0.000042 -0.000083 0.000031 		   0.000404    0.000300
55227.5  0.075 0.010  0.096 0.009  0.024 0.008 		 0.000222 0.000091  0.000148 0.000078 -0.000120 0.000064 -0.000071 0.000047 		  -0.001608   -0.000888
55228.5  0.054 0.008  0.047 0.006  0.020 0.007 		 0.000105 0.000092  0.000111 0.000080 -0.000154 0.000064 -0.000087 0.000046 		  -0.002832   -0.001260
55229.5  0.056 0.008  0.055 0.007  0.020 0.007 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55230.5  0.086 0.009  0.075 0.007  0.024 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55231.5  0.084 0.009  0.079 0.007  0.020 0.007 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55232.5  0.072 0.008  0.073 0.006  0.022 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55233.5  0.062 0.008  0.052 0.006  0.008 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55234.5  0.064 0.008  0.041 0.005  0.018 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55235.5  0.075 0.009  0.056 0.006  0.024 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55236.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
55237.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
55238.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
55239.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
55240.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
55241.5  0.078 0.008  0.089 0.006  0.032 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55242.5  0.080 0.010  0.099 0.008  0.027 0.007 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55243.5  0.054 0.012  0.097 0.011  0.031 0.010 		-0.000198 0.000263  0.000171 0.000206 -0.000204 0.000176  0.000163 0.000133 		  -0.003793   -0.003365
55244.5  0.115 0.040  0.083 0.029  0.061 0.031 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55245.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
55246.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
55247.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
55248.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
55249.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
55250.5  0.000 0.000  0.000 0.000  0.000 0.000 		      nan      nan       nan      nan       nan      nan       nan      nan 		-100.000000    0.000000
55251.5  0.073 0.013  0.091 0.011  0.023 0.010 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55252.5  0.055 0.007  0.070 0.006  0.018 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55253.5  0.044 0.007  0.044 0.006  0.011 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55254.5  0.057 0.008  0.032 0.006  0.019 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55255.5  0.045 0.008  0.041 0.006  0.016 0.006 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55256.5  0.040 0.008  0.034 0.006  0.028 0.007 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55257.5  0.042 0.009  0.022 0.006  0.006 0.007 		 0.000003 0.000090  0.000013 0.000082  0.000024 0.000066  0.000078 0.000044 		   0.000562    0.001549
55258.5  0.038 0.008  0.048 0.007  0.018 0.007 		 0.000137 0.000113  0.000072 0.000102  0.000131 0.000083 -0.000123 0.000062 		   0.003408    0.002279
55259.5  0.044 0.008  0.035 0.006  0.007 0.006 		-0.000097 0.000067  0.000040 0.000059  0.000052 0.000049 -0.000009 0.000035 		   0.001179    0.001119
55260.5  0.046 0.006  0.035 0.005  0.008 0.005 		-0.000026 0.000064 -0.000023 0.000059 -0.000044 0.000049 -0.000004 0.000038 		  -0.000959   -0.001058
55261.5  0.036 0.007  0.031 0.005  0.006 0.006 		 0.000279 0.000094  0.000138 0.000089  0.000190 0.000074 -0.000075 0.000055 		   0.005230    0.002260
55262.5  0.027 0.016  0.030 0.013 -0.023 0.016 		-0.000144 0.000097 -0.000059 0.000091  0.000141 0.000072  0.000067 0.000050 		   0.005261    0.004056
55263.5  0.033 0.006  0.024 0.005  0.014 0.006 		 0.000243 0.000109  0.000101 0.000097 -0.000042 0.000082  0.000097 0.000062 		  -0.001272   -0.002462
55264.5  0.035 0.006  0.031 0.004  0.012 0.005 		 0.000279 0.000083  0.000057 0.000074 -0.000106 0.000061  0.000007 0.000045 		  -0.003031   -0.001825
55265.5  0.023 0.005  0.027 0.004  0.010 0.005 		 0.000228 0.000058  0.000032 0.000053 -0.000015 0.000043  0.000079 0.000032 		  -0.000647   -0.001836
55266.5  0.014 0.005  0.029 0.004  0.000 0.004 		 0.000351 0.000066  0.000157 0.000057  0.000081 0.000046  0.000102 0.000034 		   0.005956    0.003988
55267.5  0.017 0.005  0.015 0.004  0.008 0.005 		 0.000247 0.000061  0.000062 0.000055 -0.000104 0.000044  0.000014 0.000032 		  -0.006060   -0.003105
55268.5  0.017 0.005  0.023 0.004  0.003 0.004 		 0.000079 0.000065  0.000023 0.000058  0.000078 0.000047  0.000008 0.000033 		   0.004733    0.003178
55269.5  0.021 0.005  0.022 0.004  0.002 0.004 		 0.000230 0.000070  0.000030 0.000063 -0.000053 0.000050  0.000064 0.000036 		  -0.002493   -0.002429
55270.5  0.021 0.005  0.021 0.004 -0.003 0.004 		 0.000045 0.000059  0.000126 0.000054  0.000002 0.000044  0.000005 0.000031 		   0.000084    0.002075
55271.5  0.023 0.005  0.029 0.004  0.007 0.004 		 0.000093 0.000112 -0.000093 0.000101  0.000202 0.000080  0.000057 0.000052 		   0.008753    0.003894
55272.5  0.018 0.004  0.021 0.004  0.010 0.004 		-0.000357 0.000084  0.000018 0.000078  0.000028 0.000063 -0.000075 0.000048 		   0.001600    0.003571
55273.5  0.015 0.004  0.019 0.004  0.007 0.004 		-0.000000 0.000083  0.000162 0.000073 -0.000126 0.000058 -0.000026 0.000039 		  -0.008558   -0.004657
55274.5  0.015 0.005  0.016 0.004  0.008 0.004 		-0.000045 0.000072  0.000012 0.000064  0.000062 0.000051  0.000039 0.000037 		   0.004036    0.003515
55275.5  0.010 0.004  0.017 0.004  0.004 0.004 		 0.000079 0.000055  0.000063 0.000050 -0.000040 0.000040 -0.000031 0.000028 		  -0.003989   -0.004308
55276.5  0.021 0.005  0.017 0.004  0.008 0.004 		 0.000382 0.000066  0.000077 0.000058 -0.000083 0.000047  0.000074 0.000034 		  -0.004035   -0.002471
55277.5  0.010 0.004  0.010 0.004  0.004 0.005 		 0.000193 0.000064  0.000053 0.000061  0.000113 0.000050 -0.000043 0.000036 		   0.011769    0.007525
55278.5  0.022 0.006  0.014 0.004  0.013 0.006 		-0.000225 0.000069 -0.000269 0.000061 -0.000082 0.000049  0.000056 0.000034 		  -0.003686   -0.002359
55279.5  0.010 0.006  0.013 0.004 -0.003 0.005 		 0.000206 0.000071 -0.000041 0.000065  0.000016 0.000053  0.000011 0.000037 		   0.001571    0.005361
55280.5  0.029 0.008  0.017 0.006  0.000 0.007 		 0.000082 0.000045  0.000046 0.000042  0.000076 0.000034 -0.000007 0.000026 		   0.002651    0.001391
55281.5  0.018 0.009  0.024 0.007  0.011 0.008 		-0.000098 0.000100 -0.000013 0.000092 -0.000053 0.000073  0.000016 0.000051 		  -0.002954   -0.004301
55282.5  0.023 0.009  0.024 0.008  0.019 0.010 		 0.000290 0.000082  0.000019 0.000074  0.000083 0.000058  0.000066 0.000040 		   0.003522    0.002842
55283.5 -0.003 0.010  0.008 0.009 -0.005 0.012 		 0.000290 0.000107  0.000002 0.000097 -0.000005 0.000077 -0.000078 0.000052 		   0.001722    0.025946
55284.5  0.050 0.036  0.008 0.017 -0.016 0.015 		-0.000293 0.000072 -0.000032 0.000065 -0.000077 0.000052 -0.000012 0.000036 		  -0.001546   -0.001520
55285.5  0.019 0.010  0.023 0.009 -0.006 0.011 		-0.000236 0.000100 -0.000051 0.000091 -0.000072 0.000071 -0.000030 0.000045 		  -0.003741   -0.004151
55286.5  0.025 0.009  0.028 0.008 -0.003 0.010 		-0.000039 0.000072 -0.000135 0.000066 -0.000113 0.000054  0.000007 0.000039 		  -0.004629   -0.002771
55287.5  0.032 0.012  0.020 0.009  0.003 0.011 		-0.000093 0.000072 -0.000021 0.000066 -0.000111 0.000054 -0.000024 0.000039 		  -0.003439   -0.002100
55288.5  0.009 0.009  0.024 0.008  0.009 0.010 		 0.000475 0.000148  0.000127 0.000133  0.000191 0.000107  0.000033 0.000082 		   0.020747    0.024211
55289.5  0.033 0.015  0.022 0.011  0.028 0.013 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55290.5  0.027 0.011  0.032 0.009  0.016 0.011 		 0.000080 0.000082  0.000138 0.000076 -0.000011 0.000062 -0.000042 0.000045 		  -0.000406   -0.002312
55291.5  0.016 0.011  0.025 0.009  0.005 0.011 		-0.000002 0.000115 -0.000037 0.000110  0.000165 0.000087 -0.000032 0.000062 		   0.010044    0.008699
55292.5  0.009 0.009  0.019 0.008  0.030 0.010 		 0.000600 0.000127  0.000059 0.000112 -0.000198 0.000088 -0.000138 0.000060 		  -0.022305   -0.024932
55293.5  0.008 0.009  0.018 0.008  0.014 0.009 		 0.000027 0.000087  0.000147 0.000084 -0.000084 0.000066 -0.000006 0.000046 		  -0.011031   -0.015963
55294.5  0.017 0.007  0.019 0.006  0.006 0.006 		-0.000268 0.000127 -0.000329 0.000117  0.000161 0.000093 -0.000229 0.000065 		   0.009364    0.006575
55295.5  0.033 0.007  0.017 0.006  0.008 0.007 		-0.000065 0.000094 -0.000048 0.000087 -0.000089 0.000069  0.000053 0.000045 		  -0.002707   -0.002189
55296.5  0.023 0.011  0.019 0.009  0.009 0.011 		 0.000241 0.000100  0.000134 0.000092 -0.000020 0.000073 -0.000070 0.000042 		  -0.000871   -0.003185
55297.5  0.007 0.027  0.023 0.018  0.041 0.024 		 0.000206 0.000064  0.000102 0.000061 -0.000105 0.000050 -0.000040 0.000038 		  -0.014167   -0.052203
55298.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000019 0.000056  0.000093 0.000053 -0.000086 0.000043  0.000032 0.000032 		-100.000000    0.000000
55299.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000168 0.000070  0.000093 0.000065  0.000060 0.000054 -0.000011 0.000041 		-100.000000    0.000000
55300.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000007 0.000082 -0.000026 0.000074  0.000021 0.000061  0.000129 0.000044 		-100.000000    0.000000
55301.5  0.000 0.000  0.000 0.000  0.000 0.000 		-0.000091 0.000059 -0.000069 0.000056 -0.000007 0.000045  0.000018 0.000033 		-100.000000    0.000000
55302.5  0.000 0.000  0.000 0.000  0.000 0.000 		-0.000196 0.000054  0.000112 0.000051  0.000048 0.000042  0.000044 0.000033 		-100.000000    0.000000
55303.5  0.000 0.000  0.000 0.000  0.000 0.000 		-0.000123 0.000062 -0.000139 0.000059 -0.000042 0.000049 -0.000015 0.000038 		-100.000000    0.000000
55304.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000084 0.000063  0.000027 0.000058  0.000017 0.000048 -0.000012 0.000035 		-100.000000    0.000000
55305.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000079 0.000067  0.000103 0.000063  0.000047 0.000052 -0.000040 0.000038 		-100.000000    0.000000
55306.5  0.000 0.000  0.000 0.000  0.000 0.000 		-0.000066 0.000082 -0.000052 0.000075 -0.000040 0.000062 -0.000066 0.000044 		-100.000000    0.000000
55307.5  0.000 0.000  0.000 0.000  0.000 0.000 		-0.000243 0.000060  0.000043 0.000055 -0.000074 0.000045 -0.000101 0.000032 		-100.000000    0.000000
55308.5  0.000 0.000  0.000 0.000  0.000 0.000 		-0.000409 0.000102 -0.000257 0.000091 -0.000014 0.000075  0.000032 0.000050 		-100.000000    0.000000
55309.5  0.000 0.000  0.000 0.000  0.000 0.000 		-0.000138 0.000061 -0.000019 0.000057 -0.000039 0.000047 -0.000008 0.000036 		-100.000000    0.000000
55310.5  0.000 0.000  0.000 0.000  0.000 0.000 		 0.000048 0.000070  0.000084 0.000066  0.000008 0.000054  0.000027 0.000039 		-100.000000    0.000000
55311.5  0.000 0.000  0.000 0.000  0.000 0.000 		-0.000065 0.000070  0.000090 0.000066 -0.000010 0.000054 -0.000031 0.000036 		-100.000000    0.000000
55312.5  0.021 0.008  0.010 0.006  0.003 0.007 		 0.000132 0.000071  0.000080 0.000067 -0.000005 0.000055 -0.000106 0.000041 		  -0.000244   -0.002590
55313.5  0.002 0.005  0.010 0.004  0.002 0.005 		-0.000067 0.000061  0.000049 0.000057 -0.000025 0.000045 -0.000060 0.000030 		  -0.013788   -0.043915
55314.5  0.010 0.005  0.007 0.004  0.002 0.005 		 0.000272 0.000078  0.000049 0.000072  0.000006 0.000058 -0.000013 0.000041 		   0.000533    0.005528
55315.5  0.006 0.005  0.019 0.005 -0.001 0.005 		 0.000117 0.000084 -0.000078 0.000075  0.000032 0.000061  0.000023 0.000039 		   0.005568    0.011476
55316.5  0.008 0.005  0.010 0.004 -0.001 0.005 		-0.000010 0.000057 -0.000087 0.000052  0.000025 0.000042  0.000071 0.000029 		   0.003194    0.005884
55317.5  0.016 0.006  0.016 0.005  0.006 0.005 		 0.000099 0.000080  0.000116 0.000073 -0.000031 0.000058  0.000008 0.000036 		  -0.001971   -0.003768
55318.5  0.008 0.006  0.013 0.005  0.005 0.005 		-0.000197 0.000090 -0.000072 0.000076  0.000149 0.000061  0.000111 0.000039 		   0.019621    0.016388
55319.5  0.011 0.006  0.021 0.005  0.017 0.006 		 0.000708 0.000196  0.000229 0.000158  0.000344 0.000121 -0.000038 0.000063 		   0.032087    0.020802
55320.5  0.022 0.006  0.026 0.005  0.016 0.006 		-0.000129 0.000075 -0.000061 0.000069 -0.000050 0.000057  0.000050 0.000041 		  -0.002288   -0.002681
55321.5  0.021 0.011  0.017 0.009 -0.004 0.009 		 0.000058 0.000044 -0.000178 0.000041 -0.000088 0.000033 -0.000000 0.000025 		  -0.004303   -0.002800
55322.5  0.015 0.005  0.010 0.004  0.008 0.005 		 0.000656 0.000088  0.000053 0.000077 -0.000091 0.000062 -0.000029 0.000042 		  -0.005917   -0.004535
55323.5  0.008 0.005  0.010 0.005 -0.003 0.006 		 0.000190 0.000053  0.000160 0.000049  0.000062 0.000040 -0.000001 0.000030 		   0.007789    0.007197
55324.5  0.017 0.005  0.008 0.004  0.014 0.005 		-0.000004 0.000053 -0.000008 0.000050  0.000043 0.000041  0.000030 0.000031 		   0.002481    0.002479
55325.5  0.016 0.006  0.007 0.004 -0.002 0.006 		 0.000052 0.000061 -0.000022 0.000056  0.000046 0.000046  0.000041 0.000034 		   0.002931    0.003096
55326.5  0.022 0.006  0.012 0.005 -0.006 0.006 		-0.000108 0.000060 -0.000129 0.000055  0.000046 0.000045  0.000045 0.000033 		   0.002065    0.002118
55327.5  0.010 0.007  0.003 0.005 -0.003 0.006 		 0.000083 0.000090  0.000069 0.000088  0.000103 0.000074  0.000032 0.000054 		   0.010016    0.009642
55328.5  0.023 0.006  0.029 0.005  0.015 0.006 		-0.000451 0.000090  0.000075 0.000084  0.000077 0.000069 -0.000087 0.000050 		   0.003395    0.003168
55329.5  0.030 0.006  0.019 0.004  0.014 0.006 		-0.000526 0.000117  0.000086 0.000109 -0.000100 0.000088  0.000153 0.000064 		  -0.003372   -0.003039
55330.5  0.037 0.006  0.026 0.005  0.015 0.006 		 0.000233 0.000125 -0.000071 0.000117 -0.000055 0.000096 -0.000037 0.000067 		  -0.001463   -0.002592
55331.5  0.033 0.006  0.018 0.004  0.018 0.006 		 0.000114 0.000103  0.000024 0.000098  0.000177 0.000081  0.000005 0.000059 		   0.005432    0.002659
55332.5  0.039 0.006  0.013 0.004  0.004 0.005 		 0.000094 0.000075  0.000010 0.000069  0.000078 0.000056  0.000090 0.000040 		   0.001984    0.001464
55333.5  0.027 0.007  0.026 0.005  0.003 0.006 		 0.000005 0.000104 -0.000008 0.000096  0.000167 0.000081  0.000084 0.000061 		   0.006256    0.003459
55334.5  0.007 0.008  0.009 0.007  0.013 0.009 		-0.000169 0.000080  0.000036 0.000078  0.000021 0.000063 -0.000140 0.000045 		   0.002983    0.009486
55335.5  0.020 0.005  0.013 0.004  0.013 0.005 		-0.000329 0.000193 -0.000067 0.000173 -0.000217 0.000143  0.000169 0.000105 		  -0.010921   -0.007775
55336.5  0.015 0.006  0.010 0.005 -0.006 0.006 		-0.000504 0.000095 -0.000095 0.000086  0.000106 0.000070  0.000067 0.000052 		   0.007013    0.005460
55337.5  0.025 0.010  0.021 0.007  0.021 0.009 		 0.000085 0.000069 -0.000062 0.000062  0.000018 0.000050  0.000080 0.000035 		   0.000696    0.001980
55338.5  0.016 0.008  0.021 0.007  0.007 0.008 		 0.000212 0.000108  0.000105 0.000096  0.000018 0.000078 -0.000051 0.000056 		   0.001129    0.004940
55339.5  0.030 0.008  0.022 0.006  0.005 0.007 		 0.000532 0.000247 -0.000012 0.000204  0.000160 0.000158  0.000063 0.000090 		   0.005289    0.005428
55340.5  0.028 0.009  0.022 0.006 -0.001 0.007 		-0.000131 0.000105  0.000066 0.000091  0.000148 0.000076 -0.000063 0.000058 		   0.005193    0.003116
55341.5  0.024 0.008  0.020 0.006  0.022 0.007 		-0.000045 0.000079  0.000012 0.000075  0.000066 0.000060 -0.000008 0.000041 		   0.002692    0.002610
55342.5  0.015 0.007  0.018 0.005  0.013 0.006 		-0.000119 0.000064 -0.000009 0.000061  0.000057 0.000050 -0.000030 0.000037 		   0.003925    0.003840
55343.5  0.016 0.006  0.020 0.005  0.005 0.005 		-0.000203 0.000088  0.000057 0.000082 -0.000032 0.000067  0.000120 0.000050 		  -0.001978   -0.004225
55344.5  0.020 0.005  0.016 0.003  0.010 0.004 		-0.000334 0.000106 -0.000021 0.000096 -0.000017 0.000077 -0.000102 0.000052 		  -0.000819   -0.003823
55345.5  0.022 0.005  0.019 0.004  0.004 0.004 		 0.000135 0.000149 -0.000307 0.000139  0.000069 0.000112  0.000189 0.000081 		   0.003128    0.005150
55346.5  0.021 0.005  0.016 0.004  0.003 0.004 		-0.000434 0.000410 -0.000255 0.000341 -0.000128 0.000271  0.000079 0.000191 		  -0.006173   -0.013109
55347.5  0.022 0.005  0.013 0.004  0.009 0.005 		-0.000083 0.000102  0.000106 0.000094  0.000054 0.000078  0.000079 0.000057 		   0.002466    0.003608
55348.5  0.022 0.005  0.020 0.004  0.001 0.005 		 0.000195 0.000125 -0.000035 0.000108 -0.000050 0.000090 -0.000164 0.000069 		  -0.002268   -0.004125
55349.5  0.026 0.006  0.016 0.004 -0.001 0.006 		 0.000227 0.000096  0.000044 0.000088  0.000012 0.000070  0.000046 0.000046 		   0.000459    0.002726
55350.5  0.014 0.007  0.015 0.006 -0.001 0.007 		-0.000189 0.000089 -0.000068 0.000085 -0.000150 0.000071 -0.000044 0.000055 		  -0.010727   -0.007371
55351.5  0.010 0.008  0.021 0.007 -0.004 0.009 		      nan      nan       nan      nan       nan      nan       nan      nan 		        nan         nan
55352.5  0.005 0.007  0.014 0.006  0.012 0.009 		 0.000049 0.000127  0.000135 0.000115  0.000071 0.000096 -0.000005 0.000078 		   0.014539    0.029300
55353.5  0.042 0.008  0.030 0.006  0.030 0.008 		-0.000686 0.000135 -0.000306 0.000126  0.000029 0.000103 -0.000170 0.000076 		   0.000695    0.002449
55354.5  0.003 0.011  0.035 0.013  0.031 0.018 		 0.000151 0.000205 -0.000222 0.000168  0.000200 0.000137  0.000200 0.000107 		   0.078435    0.335251
55355.5  0.016 0.009  0.031 0.009  0.019 0.011 		 0.000521 0.000447  0.000675 0.000396  0.000232 0.000306 -0.000161 0.000199 		   0.014720    0.021340
55356.5 -0.009 0.008  0.003 0.008  0.010 0.011 		-0.000671 0.000153 -0.000161 0.000140  0.000002 0.000113  0.000204 0.000088 		  -0.000268   -0.013206
